tweet,sentiment
"241 years ago, ""Let Freedom Ring"" was declared by those 56 signers of our Declaration of Independence. #FourthofJuly2017 #IndependenceDay http://pbs.twimg.com/media/DD5_Eo2VYAApKGg.jpg https://video.twimg.com/amplify_video/882275754448269313/vid/640x360/XiJjwd8ott_FW7v1.mp4",2
"I was encouraged hearing from employees at @amazon 750,000 sq. ft. Romeoville center about their large workforce needs (2,500 jobs). http://pbs.twimg.com/media/DGQIrvdUQAQfgYp.jpg http://pbs.twimg.com/media/DGQIs5EVwAAZuKN.jpg http://pbs.twimg.com/media/DGQIte4VwAAz7Mp.jpg",3
"#Trumpcare would leave working families spending more, for less coverage. That’s a rotten deal. 
https://t.co/B97S7ai3uW",1
"N. Korea continues to threaten regional stability, &amp; now the US directly, through its belligerent &amp; lawless actions http://www.cnn.com/2017/07/05/politics/us-north-korea-launched-new-missile/index.html",1
"Next Stop: @LennoxAir 
 #STEMeducation can help fill vacant, good paying jobs right here in the 1st District. http://pbs.twimg.com/media/DFHN1pgWAAAn3aZ.jpg http://pbs.twimg.com/media/DFHN1rRXgAEbsyu.jpg",3
"#HAPPENINGSOON: As a trial lawyer, I'm joining my colleagues on the House Floor for this debate. https://twitter.com/DemCloakroom/status/879739541581697024 QT @DemCloakroom 1 hour debate on H.Res. 382 Rule providing for consideration of 
H.R. 1215 started at 12:33pm.",2
RT @airandspace 80 Yrs Ago Today: Amelia Earhart &amp; Fred Noonan disappeared over the Pacific during a round-the-world flight attempt: http://ow.ly/k9Ik30dgecF http://pbs.twimg.com/media/DDxcGYLXcAU8D43.jpg,2
"Chairman @RepGoodlatte on Approval of Bill to Protect Children Crossing the Border Alone ↓
https://t.co/lWUKMeRdko https://t.co/xoQtKZxU4Q QT @HouseJudiciary ✅ #BREAKING: @HouseJudiciary approves the Protection of Children Act to disincentivize dangerous smuggling practices and protect children. https://t.co/qWfC3Pa7DS",2
"Glad the #Senate voted to pass sanctions in #NorthKorea, #Iran &amp; #Russia. http://pbs.twimg.com/tweet_video_thumb/DFyTRanXsAE8hzB.jpg https://video.twimg.com/tweet_video/DFyTRanXsAE8hzB.mp4",3
Thanks @tedcruz 4 introducing companion bill calling 4 the unconditional release of Americans unjustly held in #Iran https://www.cruz.senate.gov/?p=press_release&id=3229,3
"Proud to have my bill, the Child Tax Credit Protection Act, included in the #RSCBudget http://pbs.twimg.com/media/DFROoUyXYAIwGAt.jpg",3
"RT @TheCHLI Rep @RosLehtinen raises a family w/ her staff. Her LD, Gabriella Boffelli, is one of this year's Vermillion Award winners for her hard work. http://pbs.twimg.com/media/DFIr043XUAQtfT6.jpg",2
Keep fighting back against this bill. Families in Minnesota and across our country deserve better than this. The fight is just beginning.,1
"Today I joined the @HispanicCaucus in introducing a bill aimed at protecting #Dreamers, the American Hope Act",2
"RT @realDonaldTrump Join me live for the commissioning ceremony of the USS Gerald R. Ford!
➡️http://45.wh.gov/ZYAdgY #USA http://pbs.twimg.com/media/DFWM6MTUQAArIER.jpg",2
"Dan’s wife, Debi, has lost her vision, which is a hard challenge to face. But because of the #ACA, Dan &amp; Debi can afford the care they need",3
Starting now: Watch the House Intelligence Committee’s hearing with former DHS Secretary Jeh Johnson live here: https://t.co/xy7dsJi9Bf,2
"RT @larry_levitt Remember: Partial ACA repeal without a replacement could produce an actual death spiral.
http://www.latimes.com/opinion/op-ed/la-oe-levitt-death-spiral-20161212-story.html",1
"RT @NRDems Grijalva: my #Arizona GOP colleagues wrong to try to shrink, give away nat monuments  http://bit.ly/2umw4Tn #publiclands #MonumentsForAll",1
"It's hard to read the Failing New York Times or the Amazon Washington Post because every story/opinion, even if should be positive, is bad!",1
RT @rey4sa Governor wanted silence from our community. We turned up the volume! Took the federal stand 2day to fight back against SB4 @MALDEF Let's go! http://pbs.twimg.com/media/DDSfHwCUwAAhL0L.jpg http://pbs.twimg.com/media/DDSfHviV0AQJ-Ca.jpg http://pbs.twimg.com/media/DDSfHvuVYAAW8US.jpg,2
Capitol Shocker: Democrats and Republicans Start Working Together on Health Care https://nyti.ms/2hptkSp,2
RT @JeromeAdamsMD Grateful to @WCPInst @SusanWBrooks for invite to share Indiana and @GovHolcomb efforts to combat opioid abuse and protect women &amp; families.,2
RT @helenprejean Health care is a human right. We must reject any congressional efforts to take health care away from our most vulnerable.,1
"RT @RepDonBeyer Great news, but we can't let up. The bill is still there.

It ""died"" in the House in March before returning in May. 

Don't. Stop. Fighting. https://twitter.com/washingtonpost/status/879760548820377604",2
Getting ready for #DefendDACA event in #Chicago Lincoln Untd Methodist Church (S Damon) at 2 today. http://pbs.twimg.com/media/DFXFaLVXYAABYPJ.jpg,2
"Check medicine cabinets &amp; dispose of expired prescriptions👉 #Tampa @HCADA &amp;local pharmacies collect unused drugs to help stem #opioidcrisis https://twitter.com/cvsinaction/status/882957332048744453 QT @CVSinAction We’re committed to addressing prescription drug abuse, learn more:  https://cvs.co/2t344mT http://pbs.twimg.com/media/DEDlAyjXcAAB3kJ.jpg",2
"Please, just stop .@KrisKobach1787. Voter fraud is not the issue here. It's voter suppression, that you push for. http://politi.co/2sNTxdZ",1
The Page Family of San Clemente came in with the children’s hospitals to discuss options to improve access &amp; lower the costs of health care http://pbs.twimg.com/media/DEoPo6MXYAMUFPT.jpg http://pbs.twimg.com/media/DEoPo7xXgAAvpS-.jpg,3
Great seeing so many fired up and enthusiastic Eddy County Dems in Carlsbad this morning! #nmpol http://pbs.twimg.com/media/DEywNwHUQAEawig.jpg,3
".@SenateGOP won’t hold a hearing on #Trumpcare. So last week, @SenatorShaheen and I held an emergency #Trumpcare field hearing in Concord.",2
Trump’s decision to ban transgender Americans from serving in the military is wrong &amp; contrary to our core values.,1
"""America's health care system has to be focused on patients' priorities and not Washington dictates""
@SecPriceMD
http://www.houstonchronicle.com/opinion/outlook/article/Price-Texas-needs-relief-now-from-Obamacare-11251321.php",2
3.3rd #NDAA amendment supports military medical professionals by easing the transition from military service to employment as a VA physician http://pbs.twimg.com/media/DFLjQiDXUAEgOdM.jpg,3
Do you Like my @facebook page?Head over &amp; LIKE http://facebook.com/RepTsongas for statements/info on D.C. &amp; #Massachusetts 3rd District #mapoli http://pbs.twimg.com/media/DD_OkcOWsAEy_ju.jpg,2
Good to hear about the new location for the @DeptVetAffairs clinic in Silverdale. It’s long overdue for vet care http://bit.ly/2v439ms,3
Excited to meet with some of #BOAStudentLeaders who came to experience a day on the Hill and learn about government. http://pbs.twimg.com/media/DEjrsW8XgAAip4A.jpg http://pbs.twimg.com/media/DEjrsXHW0AQxo3m.jpg,3
RT @EricJensenTV What a nice day on Puget Sound! #SoNorthwest #KOMOnews http://pbs.twimg.com/ext_tw_video_thumb/881390634577256449/pu/img/SIosXST8XZ4u1szh.jpg https://video.twimg.com/ext_tw_video/881390634577256449/pu/vid/1280x720/tR_AevdJoFOQQIq8.mp4,3
"I support #TitleIX because it empowers girls to reach their full potential, participate in sports, &amp; beyond! #TitleIXat45",3
The heartless #Trumpcare bill would allow states to slash required ACA insurance benefits such as maternity care &amp; mental health.,1
RT @nychange Hundreds of tenants marching to stop @realDonaldTrump's cuts to HUD! #TenantMarch #NoCuts http://pbs.twimg.com/media/DEjql3KU0AAsAIf.jpg,2
"Watch Live: I'm in Newton, talking with seniors about health care and retirement security. 
http://Facebook.com/RepJoshG",2
Good to be back home. I'll be hosting Neighborhood Office Hours and Open Door After 4 tomorrow. Hope you'll drop by! http://pbs.twimg.com/media/DFOE0A8U0AAc1ko.jpg,3
"RT @senorrinhatch Had a great discussion today about how important trade is to Utah's ag industry, particularly pork producers. http://www.sltrib.com/opinion/4756281-155/op-ed-utah-pork-producers-seek-opportunities #utpol http://pbs.twimg.com/ext_tw_video_thumb/888527529128075264/pu/img/rTFJFdnr-XgzvaHn.jpg https://video.twimg.com/ext_tw_video/888527529128075264/pu/vid/320x180/xu9LKaC4XvzntF96.mp4",3
Families like Kim &amp; Josh Benson and their daughter Bridget are why I am fighting this terrible healthcare bill. Every kid deserves coverage. http://pbs.twimg.com/media/DEoh0GGXoAEfPph.jpg http://pbs.twimg.com/media/DEoh0F9XkAAuonm.jpg,2
"Republican strategist on White House: “The dysfunction is beyond strange — it’s dangerous."" https://www.nytimes.com/2017/07/29/us/politics/trump-presidency-setbacks.html?_r=0",1
RT @tonymess The latest The Missouri Messenger! http://paper.li/tonymess/missouri-politics?edition_id=b9923200-5b65-11e7-8f14-0cc47a0d164b Thanks to @LacyClayMO1 @PatriciaBynes @MoCommissioner #moleg #ksleg,2
RT @johnlegend Your president wants more people to die so he can embarrass Obama. https://twitter.com/realdonaldtrump/status/887280380423938048,1
"JCT estimates tax provisions of proposed amendment to the “Better Care Reconciliation Act of 2017”

JCX-39-17 https://go.usa.gov/xRjDN",2
Proud to give the @westerncaucus' weekly address about revitalizing communities and local economies in Northern Minnesota! https://twitter.com/westerncaucus/status/891324278771265536,3
Let's work together to improve the #ACA. I urge my colleagues to stop gambling with real lives. https://twitter.com/cqnow/status/890031728731074560 QT @CQnow [Full Story] Senate GOP Falls Short of Votes for Health Replacement Plan ($) http://bit.ly/2v6tpk8 via @MelMcIntire https://twitter.com/CQnow/status/890028309333102592,2
"Donald Trump Jr. did not tell the whole truth on Saturday. That's called CONSCIOUSNESS OF GUILT. He had to revise his statement on Sunday. https://twitter.com/nytimes/status/884160390992715779 QT @nytimes On Saturday, Donald Trump Jr. said the meeting was primarily about adoptions and did not mention Hillary Clinton http://nyti.ms/2sEt5Ej http://pbs.twimg.com/media/DEUrMGPXsAA3CdK.jpg",1
Join me in saying a prayer for Chief Stan Devane and the entire #Elberta community. https://twitter.com/aldotcom/status/888035035013672962 QT @aldotcom Elberta's police chief has been thrown from horse while vacationing in Colorado http://trib.al/t9j2ZY4 http://pbs.twimg.com/media/DFLvKEoUQAAqiC7.jpg,2
Let's throw junk insurance in the junk bin. Proud to stand w/ @HouseDemocrats pushing for real #health insurance for all. https://twitter.com/nytimes/status/886645120094830592 QT @nytimes The GOP health care bill could let insurers sell bare-bones plans that fail to pay for what is now deemed essential http://nyti.ms/2uxOFPA,2
The core of #Trumpcare remains unchanged in the Senate GOP version: higher costs &amp; millions of Americans losing coverage,2
"The GOP #HealthcareBill will make things worse in rural Wisconsin.
http://www.cnn.com/2017/06/30/health/rural-hospitals-medicaid-cuts-health-care",1
RT @SheilaShowPHL Thx @RepDwightEvans 4hosting #womenleaders @thefoodtrust w/ @NancyPelosi @YaelLehmann #nutrition #goodhealth #wellness #agriculture #gardens https://t.co/iP6C8ySCgQ,3
It was a privilege to introduce Rev. Siplin to my colleagues from the @USHouseFloor. https://twitter.com/FIUdc/status/880095969169342464 QT @FIUdc 305 on the @USHouseFloor as @RepWilson welcomes Rev Howard Siplin of Beulah Miss. Baptist Church in Coconut Grove 🌴 to give the daily prayer http://pbs.twimg.com/media/DDa6m_KXkAA5GOj.jpg http://pbs.twimg.com/media/DDa6m--XUAM4VxF.jpg,3
.@BmtEnterprise TX has most uninsured in U.S. &amp; won't expand Medicaid. One reason rural hospitals have been closing. http://www.beaumontenterprise.com/opinions/editorials/article/EDITORIAL-Future-of-Texas-matters-to-all-Texans-11248621.php,2
Dianne Feinstein says she will vote yes on Christopher Wray for FBI director http://www.washingtonexaminer.com/article/2628418 via @dcexaminer,2
Thanks to everyone who celebrated Fourth of July with Team Delaney. http://pbs.twimg.com/media/DD_7jY8XgAAro4s.jpg https://video.twimg.com/ext_tw_video/882700052728340481/pu/vid/1280x720/zxXPAvzwVJmV2JcB.mp4,3
"Thanks for having me today, Julie! https://twitter.com/JulieFineNBC5/status/883411422956445696 QT @JulieFineNBC5 This week on Lone Star Politics @RepRWilliams joins us on set @NBCDFW http://pbs.twimg.com/media/DEKCAbrXYAEgNlt.jpg",3
RT @NMAAHC African American women formed organizations focused on social and political reform—to include both gender and race. #APeoplesJourney http://pbs.twimg.com/media/DFRnlWIXoAEMIMm.png,2
Drought assistance triggered for six S.D. counties. I'll continue to work with USDA to provide timely help. https://t.co/0mHe608RNd,2
"It’s time to move on from the failing, GOP-only approach &amp; start over, in a bipartisan way, on healthcare. Offered these ideas today: http://pbs.twimg.com/media/DEaIC5zXoAAdFrs.jpg http://pbs.twimg.com/media/DEaIC5HXsAItNsm.jpg",1
The majority of my constituents don't want #Obamacare. Here's a thread with just a few of the reasons why: https://twitter.com/RepShimkus/status/872179336480264192 https://twitter.com/jpluskota1/status/886917133074124801 QT @jpluskota1 @RepShimkus Again!  Really?  Tweet your constituents view of HC!,2
"RT @SBGC2C .@SenJeffMerkley on the @realDonaldTrump administration: ""There is chaos and incompetence everywhere"" @KATUNews #c2c http://pbs.twimg.com/media/DGQCqUEWsAA4o4T.jpg",1
The House moved several key bills last week to protect Americans &amp; strengthen immigration laws. More info: http://bit.ly/2sGtNFd,3
".@RepJohnLarson, @RepJoeCourtney &amp; I are announcing legislation giving people 50-64 a #MedicareBuyIn option https://www.facebook.com/RepJohnLarson/videos/10155468460423632/",2
Justice must be impartial. I signed this letter b/c political beliefs belong in the legislative branch not judicial http://www.salisburypost.com/2017/06/27/reps-budd-hudson-ask-supreme-court-justice-recuse-travel-ban-case/,2
".@RepMcCaul’s bill, H.R. 3548, provides @DHSgov w/ authorities necessary to carry out its border security mission → http://bit.ly/2w2qcPY",2
Happy 71st Birthday to President George W Bush! http://pbs.twimg.com/tweet_video_thumb/DEEdDOsXYAA2xr3.jpg https://video.twimg.com/tweet_video/DEEdDOsXYAA2xr3.mp4,3
"Enough of grandiose promises for the privileged few. We’re standing up for everyone’s #VotingRights, for a chance for #ABetterDeal!",1
Even GOP Senators &amp; conservative scholars say Cruz-Lee #healthcare amdt would hurt ppl w/ #preexistingconditions - families like these: http://pbs.twimg.com/amplify_video_thumb/884784165467639808/img/HdmP2TLYcfoTlSrh.jpg https://video.twimg.com/amplify_video/884784165467639808/vid/720x720/lMYt7NFnDUjmW1lk.mp4,1
"RT @cleanh2oaction In response to @EPA inaction @SenatorTomUdall &amp; @NydiaVelazquez introduce bills to ban toxic pesticide chlorpyrifos
http://cen.acs.org/articles/95/i31/US-lawmakers-introduce-bill-ban.html",2
"Great to see the Protecting Girls' Access to Education Act (H.R. 2408), legislation I'm a cosponsor, pass out of @HouseForeign Committee. https://twitter.com/RepSteveChabot/status/890585404843405312 QT @RepSteveChabot Access to Edu gives displaced girls the opportunity to:

✔️grow
✔️learn
✔️avoid horrible cycles of abuse &amp; human trafficking

#Support2408",2
"@AjitPaiFCC Consumers, entrepreneurs, and innovators all win with a level playing field. That’s why I won’t stop fighting for #NetNeutrality rules.",3
"If you want to save #netneutrality, http://GOFCCYOURSELF.COM http://pbs.twimg.com/ext_tw_video_thumb/885144787065724929/pu/img/rDDbZc4a8cIoQqeH.jpg https://video.twimg.com/ext_tw_video/885144787065724929/pu/vid/640x360/58yGwRt7NM4cClQ5.mp4",2
.@realDonaldTrump &amp; @SenateMajLdr don't have any good ideas on health care. http://wapo.st/2u5K064?tid=ss_tw&utm_term=.8cd6d96c5ca2,1
RT if you could get behind a fair and simple tax code. Simple enough to be done on a postcard. http://pbs.twimg.com/media/DDflOl_XgAEVUy2.jpg,2
"It’s been 6 months since I took office, so I wanted to share the progress my staff and I have made serving #MI10 https://www.facebook.com/reppaulmitchell/photos/a.135929056905063.1073741828.110852796079356/244817679349533/?type=3&theater http://pbs.twimg.com/media/DEDcIhfXYAAETVu.jpg",2
RT @OKCattlemen OCA visiting with @TomColeOK04 about beef cattle issues. Thank you Lawton @okagcoop for letting us use your conference room. http://pbs.twimg.com/media/DGRHqwZV0AEyR-3.jpg http://pbs.twimg.com/media/DGRHqwbUAAAVY8P.jpg,3
"RT @AlexSamuelsx5 Per email, Senate Majority Whip @JohnCornyn will exclusively join NBC News’ “Meet the Press with Chuck Todd” this Sunday.",2
@ThisIsMedicaid @SenateGOP Your stories matter. Keep sharing them and making your voice heard. The Senate is listening. #AmericaSpeaksOut,2
All Americans should be able to fully participate in our democracy. That's why we're fighting back against voter suppression #RestoreTheVote https://t.co/fJSxEwLGlW,2
A very insightful meeting with @CUFI. We discussed the importance of continued support of Israel and anti-BDS legislation. http://pbs.twimg.com/media/DFDVMUcXsAAfxCb.jpg,3
RT @NFIB Thanks for supporting NFIB #smallbiz owners @RepBlainePress! #smallbizvoice http://pbs.twimg.com/media/DGJwFRvXYAAsix4.jpg,3
National security is more important than party. Jared Kushner lied on his SF-86 form and must lose his security clearance. #RevokeKushner,1
"RT @YWCAUSA ""The best places to go to see the unfinished business of America are our nation's prisons and jails"" @CoryBooker #WomenUnshackled http://pbs.twimg.com/media/DFCLUqjU0AAvLY_.jpg",2
75% of Americans do not support repealing the ACA without a plan in place. #RepealAndRun is irresponsible. http://bit.ly/2tfX3Ps http://pbs.twimg.com/media/DFICG14XcAE-Drl.jpg,1
Cutting LEGAL immigration in half isnt how we grow our economy or better our country. Our diversity is our strength. https://www.nytimes.com/2017/08/02/us/politics/trump-immigration.html,1
RT @RonaldKlain It's #NetNeutralityDay.  It's a critical fight.  What's it about?  This AWESOME video from @brianschatz &amp; @CoryBooker explains it all. https://twitter.com/CoryBooker/status/885145015898570752,2
I support legislation that encourages employers to hire military spouses. Learn more: http://bit.ly/2q0STci #AZ01 http://pbs.twimg.com/media/DEfFYZfXsAAje8l.jpg,2
RT @NASA New images of Jupiter will assist our @NASAJuno craft's 1st-ever close-up study of the planet's Great Red Spot: http://go.nasa.gov/2ur2ZpD http://pbs.twimg.com/media/DEAbza7XYAEPQJT.jpg,2
RT @TuckerCarlson .@RepTimRyan: @realDonaldTrump hasn't delivered. He made a lot of promises on the campaign &amp; in the speech tonight #Tucker @FoxNews,1
The GOP thinks the best policy is a massive tax cut to the wealthy &amp; leave working families to fend for themselves. https://khanna.house.gov/media/press-releases/statement-rep-khanna-gop-budget-places-corporations-over-working-families,2
"I had a great meeting w/@garyknell &amp; Kate Yarnall of @NatGeo, discussing the #rffa17, coding in Ark. schools, &amp; so much more. @NatResources http://pbs.twimg.com/media/DDgoz7uWAAAZoHX.jpg",3
Pleased to announce grants from the NBRC that will go a long way toward improving #NY21 infrastructure: https://stefanik.house.gov/media-center/press-releases/stefanik-announces-northern-border-regional-commission-infrastructure @NBRC_Team,3
"RT @KaivanShroff RT IF YOU AGREE: Kicking 22 million Americans off their healthcare does not make Republicans ""pro-life"" - it makes them pro-death.
#CBOSCORE",1
RT @ThisWeekABC Rep. Steve Scalise upgraded to fair condition after surgery to manage a deep tissue infection. http://abcn.ws/2unSNRW http://pbs.twimg.com/media/DEqHrgkV0AAGVbC.jpg,2
"I applaud @GovSandoval &amp; @NatlGovsAssoc for working to ensure low-income Nevadans have access to affordable healthcare. https://twitter.com/MichelleRindels/status/892891545132650497 QT @MichelleRindels .@NatlGovsAssoc committee speaks out amid Trump threats to cut health subsidy, says uncertainty causing big probs: https://thenevadaindependent.com/article/governors-reject-trumps-call-to-cut-health-care-subsidies",3
"FYI: cooling centers are open today across NYC. Protect yourself &amp; be sure to check on your neighbors.
http://www.metro.us/news/local-news/new-york/heat-advisory-nyc-effect-thursday-july-13#.WWd_dQg8_hw.twitter via @Metro_US",2
@childrenshealth This is about children. 60 percent of all kids with severe disabilities rely on Medicaid for their healthcare. #TrumpCare #ProtectMedicaid http://pbs.twimg.com/media/DDV2cakXYAEv08q.jpg,2
Alarming this Administration drives away scientists at EPA from doing their job-protecting the environment &amp; health! http://wapo.st/2hkP1mP,1
"RT @nationalcouncil Slashes billions from Medicaid, a major funder of addiction treatment. It pays for 35-50% of all opioid addiction treatment. #asktheexperts https://twitter.com/RepRichmond/status/879768681525411840",2
"Nearly 19,600 Wyoming residents paid the Obamacare individual mandate penalty in 2014 to tune of $5.3 million. (2/2)",2
"Despite Governor Cooper’s announcement, I will continue to work to get NC into the energy business to unlock good-paying jobs.",2
Thank you @WhiteCoatWaste for advocating for animals &amp; highlighting my work w/ @DaveBratVA7th to end the VA's experiments on dogs. http://pbs.twimg.com/media/DEkYxYWUAAEeVEG.jpg http://pbs.twimg.com/media/DEkYxYWUQAEbFN3.jpg,3
Here's my full statement on the Senate #Trumpcare bill: https://t.co/voSveoEb1x https://t.co/Dgy252P8rM QT @matt_hamilton10 .@RepPaulTonko on health bill:Sen Trumpcare bill is just as harmful to families as the GOP healthcare bill that was rammed through the House,2
Do you get insurance through your job? Take a look at 5 ways your employer-based coverage could be at risk under #TrumpCare: http://pbs.twimg.com/media/DDcFGMmXcAAcXIq.png,2
"RT @HirokoTabuchi Trump loves Harley-Davidson. And his administration just slashed the company's fines, for polluting, by $3 million. https://nyti.ms/2tuNoZt",2
RT @ClimateReality India is the third largest GHG emitter in the world — but it’s cancelling planned coal plants left and right https://t.co/da9HrblTbY,2
"Donald Trump's ban on transgender troops betrays people already serving, his own campaign promise, and countermands his generals. http://pbs.twimg.com/media/DFqio2iXYAA6RcZ.jpg http://pbs.twimg.com/media/DFqip8LW0AADnhC.jpg http://pbs.twimg.com/media/DFqiqo-WAAAdouR.jpg http://pbs.twimg.com/media/DFqirUmXcAIxyI7.jpg",1
"Kushner should have immediately reported Russia's attempt by to interfere in the US presidential election to the FBI https://twitter.com/stuartpstevens/status/884257849085394944 QT @stuartpstevens When Gore campaign was sent Bush debate brief book, they called FBI. If foreign interests offer you info on former SOS, you call the FBI.",2
"RT @POTUS ""America and France will never be defeated or divided."" #BastilleDay http://45.wh.gov/HR4k3W http://pbs.twimg.com/media/DEtHOwrVoAEiRPl.jpg",3
"Forget that idea. Not good. https://twitter.com/realdonaldtrump/status/884016887692234753 QT @realDonaldTrump Putin &amp; I discussed forming an impenetrable Cyber Security unit    so that election hacking, &amp; many other negative things, will be guarded..",1
"""largely because the insurance pays for a smaller average share of health care costs.” https://t.co/jKu01KWnDe",2
"RT @jacob_holzman ""I've toned down my charts because I was getting made fun of by making too many of them"" - @RepDavid http://pbs.twimg.com/media/DFIlBN9XcAE5njP.jpg",2
"We need to strengthen protections for workers, like those in Granite City, so they can have good-paying jobs to support their families with",2
Join us after votes ~215pm @ House Triangle as we recommit to civility pledge. As MoC we set example for younger gen #CommitmenttoCivility,2
"Thanks for following me on Twitter! For additional updates on my work in #IL05 &amp; Congress, connect with me on Facebook &amp; Instagram. http://pbs.twimg.com/media/DDu-iEvXUAEQSj-.jpg",3
"On #DiscussWithGus: Prohibiting congressional exemptions under the new health care plan, passing Kate’s Law &amp; medical liability reform http://pbs.twimg.com/media/DDlApzhXgAIv5-Z.jpg https://video.twimg.com/amplify_video/880805470243573760/pl/sJbQeT6o-jRi-hmu.m3u8",2
Former FCC chair Tom Wheeler: net neutrality fight destined for courtroom: http://tinyurl.com/ybealod2,2
RT @VA_PTSD_Info June is #PTSDAwarenessMonth. Help those with PTSD by raising awareness. Find out more at http://www.ptsd.va.gov http://pbs.twimg.com/ext_tw_video_thumb/871813719608745985/pu/img/H32mcnKAOTfgiuAR.jpg https://video.twimg.com/ext_tw_video/871813719608745985/pu/pl/CvHLywrhrS0y2iY5.m3u8,2
RT @repdinatitus Families will feel the impact of the Senate's disastrous version of #Trumpcare in and out of the doctor's office. http://pbs.twimg.com/media/DDVbBxcXoAAe9xw.jpg,1
RT @rachEcurley Today @RepTerriSewell &amp; her colleagues #WearBlue as they express how important it is to #RestoreTheVOTE. https://t.co/7kmw3gT2BR,2
"#Trumpcare process shows how Trump's secrecy, lies &amp; incompetence infect our entire democratic process. GOP has happily adopted his playbook",1
I strongly pressed President Putin twice about Russian meddling in our election. He vehemently denied it. I've already given my opinion.....,2
Now is the time to work together to improve the Affordable Care Act https://www.nytimes.com/2017/07/27/opinion/health-care-obamacare.html?_r=0,2
"Honored to meet w/ Khalil &amp; Shanette last week. It is voices like theirs that are helping to defeat #Trumpcare. 
http://www.mycentraljersey.com/story/life/2017/07/18/brain-injury-patient-went-capitol-hill-urge-congress-safeguard-medicaid/489004001/",3
RT @thehill Top doctors group comes out against GOP healthcare bill: https://t.co/tqHIqcgiZt https://t.co/2tSLKRgVy8,2
"We have to be smarter when thinking about how we treat women in the criminal justice system before, during, and after incarceration.",2
"Children living in a safe, stable, and affordable home are more likely to attend college.  #OurHomesOurVoices",2
Yet ANOTHER Russian has been ID'd in that undisclosed @DonaldJTrumpJr meeting. I wish there were a name for the phenomenon… http://pbs.twimg.com/media/DFCKPnOXsAAyNdS.jpg,2
"The American people, health care professionals, and now the US Senate have all rejected recklessly repealing the Affordable Care Act. #ACA",1
"Tonight, an attempt to spike families’ premiums and deny tens of millions of people health care they depend on failed.",2
This revised version of the Senate #Trumpcare Bill is not a sufficient solution. I will continue the fight against it.,1
Live now. Follow along for updates! https://twitter.com/mariodb/status/884903127874457600 QT @MarioDB Tune in: I'll chair my @HouseAppropsGOP subcommittee to mark up FY17 #transpo #housing bill @ 7p. Watch live here: https://appropriations.house.gov/calendar/eventsingle.aspx?EventID=394959,2
RT @RepAnnieKuster Great to be w/@PeterWelch to chat with @KellieMeyerNews about our proposal to make improvements to #ACA. Learn more: https://kuster.house.gov/media-center/press-releases/ten-house-democrats-unveil-plan-to-stabilize-improve-the-individual http://pbs.twimg.com/media/DEi9CpgXsAAQjtK.jpg,3
Trump's policies summarized: Foreign: Surrender US global leadership. Domestic: Cut taxes for the rich &amp; cut services for the poor.,2
Do they look like brewers or what? New brew pub in Ranier: Loony's Pub.  Good beer to go with the beards http://pbs.twimg.com/media/DEAvCFzXcAAMMnx.jpg,3
"RT @Bay_WoodPallets We were proud to attend the @NWPCA DC fly-in, where BWP COO Morris Neeb recognized @RepByrne for his support of the #woodenpallet industry http://pbs.twimg.com/media/DD5aPCyWsAA3Utp.jpg http://pbs.twimg.com/media/DD5aPDOXcAAi1aU.jpg http://pbs.twimg.com/media/DD5aSMoXUAEL5k0.jpg http://pbs.twimg.com/media/DD5aS6OXcAA8OTv.jpg",3
"Keeping @SenJohnMcCain and his family in my thoughts and prayers. If there's anyone who can fight cancer, it's this American hero.",2
President Trump's transgender ban would degrade military READINESS: 56 retired admirals and generals. https://goo.gl/EWSvC6 http://pbs.twimg.com/media/DGLsYa_XYAESEVx.jpg,1
We met with Afghanistan's top leaders in Kabul and received an operational update from General Nicholson and his team.,2
"Fun to be with a big crowd, including #Columbus' own @OSUPrezDrake, pumped up for #Pelotonia17. Thx to all the volunteers! http://pbs.twimg.com/media/DGbrrYQXYAI9lr2.jpg http://pbs.twimg.com/media/DGbrrYAXkAEp0yI.jpg http://pbs.twimg.com/media/DGbrrYRXoAAo6Ul.jpg http://pbs.twimg.com/media/DGbrrYcXcAA1jEV.jpg",3
RT @FoxNews GOP Lawmakers call to cancel August recess. http://pbs.twimg.com/media/DDrQAoXU0AA3Mx1.jpg,2
It shouldn’t matter where veterans get care as long as they get the care they need. #VAChoice https://www.majorityleader.gov/2017/07/28/va-choice-extension/ http://pbs.twimg.com/media/DF1pAPnUwAAprZA.jpg,2
RT @CNNSotu Make sure to watch this Sunday for @jaketapper's exclusive interview with Sen. @BernieSanders only on #CNNSOTU http://pbs.twimg.com/media/DF2PfoUUMAA91PS.jpg,2
"WH consistently attempts to discredit search for facts, but as new info emerges re: campaign-Russia ties, we remain focused on our mission",2
I spoke w/ @jaketapper on @CNNSotu about the latest Senate health care bill &amp; Russia investigation #mepolitics https://youtu.be/V_GsXFnRt0Y,2
Looking forward to throwing the first pitch at the @JaxShrimp game tonight! Feels good to be back home in the First Coast.,3
"By repealing &amp; replacing Obamacare, we can fix problems created by this failed law, put reforms in place that work https://www.youtube.com/watch?v=_a43CYN3evU",2
RT @MWPH The Farrow family was able to share WIll's story with Congressman Raskin's team. #SpeakNowforKids @RepRaskin #advocacy http://pbs.twimg.com/media/DEn8GWmXsAArVZ3.jpg,2
